Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Nome_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Link_Download;Parecer_Auditor
CLASSES - FII;59.337.307/0001-25;RIZA ONYX FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-04;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=984423;Sem ressalva e sem ênfase
CLASSES - FII;59.658.166/0001-42;BTG LOG AAA CAJAMAR FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-16;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=992707;Sem ressalva e sem ênfase
CLASSES - FII;59.663.265/0001-12;VERTENTE DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-23;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=996366;Dispensado - art.23, §6º ICVM 516/11
CLASSES - FII;59.680.687/0001-04;051 AGRO FAZENDAS IV FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001771;Sem ressalva e sem ênfase
CLASSES - FII;60.373.688/0001-87;FUNDO DE INVESTIMENTOS IMOBILIÁRIOS DE PERMUTA FINANCEIRA LOTE5 (SENIOR) RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-24;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=997617;Dispensado - art.23, §6º ICVM 516/11
CLASSES - FII;60.413.964/0001-93;LAZIO II FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-24;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=997269;Dispensado - art.23, §6º ICVM 516/11
CLASSES - FII;60.480.984/0001-87;FUNDO DE INVESTIMENTOS  IMOBILIÁRIOS DE PERMUTA FINANCEIRA LOTE5 MEZANINO RESPONSABILIDADE  LIMITADA;2025-06-30;1;2025-09-23;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=995656;Dispensado - art.23, §6º ICVM 516/11
CLASSES - FII;60.513.922/0001-24;FUNDO DE INVESTIMENTO IMOBILIÁRIO TG RENDA URBANA FEEDER - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001740;Dispensado - art.23, §6º ICVM 516/11
CLASSES - FII;60.522.814/0001-18;SUN FUNDO  DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-23;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=995639;Dispensado - art.23, §6º ICVM 516/11
CLASSES - FII;60.551.924/0001-08;FUNDO DE INVESTIMENTO IMOBILIÁRIO TG RENDA URBANA MASTER - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001728;Dispensado - art.23, §6º ICVM 516/11
CLASSES - FII;60.922.008/0001-37;BTG PACTUAL PRIME LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-19;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=994845;Sem ressalva e sem ênfase
CLASSES - FII;61.271.000/0001-10;RIO DAS PEDRAS I  FUNDO DE INVESTIMENTO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO  RESP LIMITADA;2025-06-30;1;2025-09-23;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=996371;Dispensado - art.23, §6º ICVM 516/11
